Order_ID,Order_Date,Ship_Date,Customer_ID,Segment,Region,State,City,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Year,Month,Month_Name,Profit_Margin_%
ORD-01209,2024-06-09,2024-06-13,CUST-0198,Corporate,West,Maharashtra,Mumbai,Clothing,Kids Wear,Nova Kids Wear Lite,3914.06,1,0.0,1434.93,2024,6,Jun 2024,36.66
ORD-00944,2023-10-20,2023-10-25,CUST-0329,Consumer,West,Gujarat,Ahmedabad,Clothing,Women's Wear,Nimbus Women's Wear Ultra,2620.33,5,0.1,680.67,2023,10,Oct 2023,25.98
ORD-01418,2024-10-06,2024-10-09,CUST-0084,Home Office,North,Delhi,New Delhi,Furniture,Sofas,Pulse Sofas Eco,4488.35,1,0.0,905.34,2024,10,Oct 2024,20.17
ORD-01314,2024-12-05,2024-12-08,CUST-0224,Consumer,West,Maharashtra,Pune,Office Supplies,Stationery,Vertex Stationery Lite,2644.37,4,0.1,422.87,2024,12,Dec 2024,15.99
ORD-00477,2023-11-07,2023-11-09,CUST-0176,Consumer,East,Bihar,Patna,Electronics,Tablets,Crest Tablets Basic,77618.47,3,0.0,3454.71,2023,11,Nov 2023,4.45
ORD-00792,2024-01-07,2024-01-09,CUST-0271,Consumer,East,Bihar,Patna,Groceries,Snacks,Pulse Snacks Basic,7601.66,10,0.2,452.12,2024,1,Jan 2024,5.95
ORD-01489,2024-08-04,2024-08-05,CUST-0281,Corporate,South,Telangana,Hyderabad,Clothing,Kids Wear,Pulse Kids Wear Pro,438.23,1,0.2,66.18,2024,8,Aug 2024,15.1
ORD-00949,2023-04-01,2023-04-05,CUST-0333,Corporate,North,Punjab,Ludhiana,Groceries,Staples,Nova Staples Lite,6172.14,9,0.05,1107.62,2023,4,Apr 2023,17.95
ORD-00820,2024-09-06,2024-09-10,CUST-0032,Home Office,North,Uttar Pradesh,Ghaziabad,Clothing,Women's Wear,Nimbus Women's Wear Lite,6120.28,3,0.05,1879.1,2024,9,Sep 2024,30.7
ORD-00805,2023-11-30,2023-12-02,CUST-0110,Corporate,South,Karnataka,Bengaluru,Electronics,Headphones,Vertex Headphones Smart,31737.69,3,0.15,-1533.42,2023,11,Nov 2023,-4.83
ORD-00981,2023-09-18,2023-09-20,CUST-0180,Home Office,East,Odisha,Bhubaneswar,Clothing,Men's Wear,Apex Men's Wear Plus,12277.81,3,0.3,805.67,2023,9,Sep 2023,6.56
ORD-00643,2023-03-28,2023-03-31,CUST-0112,Consumer,West,Gujarat,Ahmedabad,Clothing,Footwear,Apex Footwear Premium,18512.94,5,0.2,3123.83,2023,3,Mar 2023,16.87
ORD-01694,2024-05-15,2024-05-20,CUST-0256,Corporate,North,Uttar Pradesh,Lucknow,Electronics,Mobile Phones,Atlas Mobile Phones Premium,18223.04,1,0.4,-5748.38,2024,5,May 2024,-31.54
ORD-00456,2023-10-12,2023-10-15,CUST-0013,Corporate,South,Tamil Nadu,Chennai,Groceries,Snacks,Vertex Snacks Smart,10668.13,9,0.0,2573.76,2023,10,Oct 2023,24.13
ORD-01883,2024-01-08,2024-01-11,CUST-0196,Corporate,South,Tamil Nadu,Chennai,Office Supplies,Storage & Organizers,Nimbus Storage & Organizers Premium,4308.26,1,0.1,716.17,2024,1,Jan 2024,16.62
ORD-00022,2023-03-29,2023-04-04,CUST-0170,Consumer,South,Telangana,Hyderabad,Clothing,Women's Wear,Atlas Women's Wear Pro,3864.41,1,0.15,734.0,2023,3,Mar 2023,18.99
ORD-00909,2024-12-10,2024-12-13,CUST-0061,Home Office,North,Punjab,Ludhiana,Office Supplies,Storage & Organizers,Atlas Storage & Organizers Lite,15419.17,6,0.1,3143.86,2024,12,Dec 2024,20.39
ORD-01963,2024-07-25,2024-07-30,CUST-0330,Consumer,West,Maharashtra,Mumbai,Electronics,Headphones,Aura Headphones Plus,12587.69,1,0.0,1058.13,2024,7,Jul 2024,8.41
ORD-00167,2023-12-20,2023-12-25,CUST-0205,Consumer,North,Punjab,Ludhiana,Electronics,Smart Watches,Aura Smart Watches Plus,32490.52,2,0.0,4139.54,2023,12,Dec 2023,12.74
ORD-01650,2024-03-29,2024-04-01,CUST-0026,Consumer,West,Rajasthan,Jaipur,Clothing,Winter Wear,Apex Winter Wear Ultra,4460.79,4,0.0,1565.33,2024,3,Mar 2024,35.09
ORD-00116,2024-05-21,2024-05-22,CUST-0350,Consumer,West,Rajasthan,Jaipur,Furniture,Bookcases,Atlas Bookcases Plus,33731.58,2,0.1,3784.4,2024,5,May 2024,11.22
ORD-01188,2024-11-20,2024-11-24,CUST-0144,Consumer,West,Gujarat,Ahmedabad,Groceries,Snacks,Vertex Snacks Eco,1441.9,2,0.05,246.65,2024,11,Nov 2024,17.11
ORD-01149,2024-01-01,2024-01-03,CUST-0011,Consumer,North,Punjab,Ludhiana,Electronics,Tablets,Crest Tablets Eco,18045.2,1,0.0,-839.48,2024,1,Jan 2024,-4.65
ORD-00867,2023-10-07,2023-10-13,CUST-0232,Home Office,North,Haryana,Gurugram,Clothing,Winter Wear,Nimbus Winter Wear Classic,2506.05,1,0.0,1021.44,2023,10,Oct 2023,40.76
ORD-01221,2024-12-01,2024-12-05,CUST-0126,Corporate,North,Haryana,Gurugram,Groceries,Staples,Apex Staples Eco,2585.59,8,0.1,125.76,2024,12,Dec 2024,4.86
ORD-01322,2023-08-01,2023-08-05,CUST-0023,Consumer,South,Telangana,Hyderabad,Electronics,Laptops,Crest Laptops Max,65511.39,2,0.3,-12251.59,2023,8,Aug 2023,-18.7
ORD-00567,2023-10-25,2023-10-28,CUST-0290,Corporate,North,Uttar Pradesh,Lucknow,Office Supplies,Storage & Organizers,Nimbus Storage & Organizers Max,4362.02,4,0.1,804.4,2023,10,Oct 2023,18.44
ORD-00258,2024-07-09,2024-07-15,CUST-0150,Home Office,South,Kerala,Kochi,Electronics,Laptops,Vertex Laptops Pro,7763.03,1,0.0,1115.17,2024,7,Jul 2024,14.37
ORD-00788,2023-12-17,2023-12-22,CUST-0255,Consumer,North,Punjab,Ludhiana,Clothing,Women's Wear,Nova Women's Wear Ultra,11070.21,4,0.1,1699.48,2023,12,Dec 2023,15.35
ORD-01049,2023-02-16,2023-02-21,CUST-0223,Home Office,South,Kerala,Kochi,Electronics,Tablets,Apex Tablets Basic,22611.36,1,0.0,2387.2,2023,2,Feb 2023,10.56
ORD-00859,2024-05-18,2024-05-24,CUST-0092,Corporate,North,Delhi,New Delhi,Groceries,Personal Care,Nova Personal Care Pro,4232.42,10,0.15,456.67,2024,5,May 2024,10.79
ORD-01722,2024-05-30,2024-06-03,CUST-0056,Consumer,North,Haryana,Gurugram,Electronics,Laptops,Vertex Laptops Eco,51345.2,1,0.3,-12589.81,2024,5,May 2024,-24.52
ORD-00599,2023-12-26,2024-01-01,CUST-0102,Home Office,West,Rajasthan,Jaipur,Groceries,Staples,Vertex Staples Premium,2403.91,8,0.0,585.53,2023,12,Dec 2023,24.36
ORD-00585,2023-02-06,2023-02-12,CUST-0229,Consumer,East,Bihar,Patna,Office Supplies,Printers,Vertex Printers Lite,25536.31,5,0.05,5482.55,2023,2,Feb 2023,21.47
ORD-00664,2024-10-03,2024-10-08,CUST-0387,Consumer,South,Tamil Nadu,Chennai,Office Supplies,Paper Products,Nimbus Paper Products Ultra,21932.2,3,0.05,4372.58,2024,10,Oct 2024,19.94
ORD-00301,2024-05-11,2024-05-15,CUST-0096,Corporate,West,Rajasthan,Jaipur,Furniture,Bookcases,Crest Bookcases Ultra,30277.86,1,0.0,4897.86,2024,5,May 2024,16.18
ORD-00100,2023-12-21,2023-12-27,CUST-0367,Corporate,East,Bihar,Patna,Groceries,Beverages,Vertex Beverages Plus,5106.49,7,0.0,966.17,2023,12,Dec 2023,18.92
ORD-01544,2024-12-31,2025-01-03,CUST-0301,Corporate,West,Maharashtra,Pune,Furniture,Study Tables,Nova Study Tables Ultra,6417.06,1,0.3,-841.92,2024,12,Dec 2024,-13.12
ORD-00558,2023-08-09,2023-08-15,CUST-0150,Consumer,South,Karnataka,Bengaluru,Office Supplies,Storage & Organizers,Pulse Storage & Organizers Plus,42469.25,8,0.0,8604.77,2023,8,Aug 2023,20.26
ORD-01997,2024-10-29,2024-11-01,CUST-0112,Corporate,West,Rajasthan,Jaipur,Groceries,Staples,Atlas Staples Ultra,5520.62,8,0.1,835.84,2024,10,Oct 2024,15.14
ORD-01892,2024-11-20,2024-11-26,CUST-0181,Corporate,North,Uttar Pradesh,Lucknow,Furniture,Sofas,Pulse Sofas Premium,48108.93,2,0.05,5677.93,2024,11,Nov 2024,11.8
ORD-00547,2024-05-03,2024-05-09,CUST-0046,Corporate,West,Rajasthan,Jaipur,Electronics,Tablets,Apex Tablets Eco,85238.52,3,0.3,-17991.14,2024,5,May 2024,-21.11
ORD-00431,2023-10-21,2023-10-26,CUST-0284,Corporate,North,Delhi,New Delhi,Groceries,Snacks,Aura Snacks Lite,5063.93,5,0.05,472.52,2023,10,Oct 2023,9.33
ORD-00129,2024-11-28,2024-12-02,CUST-0271,Corporate,South,Telangana,Hyderabad,Groceries,Personal Care,Apex Personal Care Basic,1191.91,7,0.1,234.07,2024,11,Nov 2024,19.64
ORD-01237,2024-06-18,2024-06-22,CUST-0094,Consumer,North,Uttar Pradesh,Lucknow,Groceries,Personal Care,Crest Personal Care Lite,1197.99,1,0.1,102.03,2024,6,Jun 2024,8.52
ORD-01609,2023-01-23,2023-01-27,CUST-0173,Consumer,North,Uttar Pradesh,Ghaziabad,Furniture,Study Tables,Atlas Study Tables Plus,45119.6,2,0.2,-78.52,2023,1,Jan 2023,-0.17
ORD-00153,2024-09-06,2024-09-10,CUST-0213,Consumer,North,Uttar Pradesh,Ghaziabad,Furniture,Study Tables,Aura Study Tables Premium,14595.43,1,0.1,679.65,2024,9,Sep 2024,4.66
ORD-00252,2024-06-05,2024-06-10,CUST-0126,Consumer,North,Delhi,New Delhi,Groceries,Staples,Orbit Staples Plus,432.81,8,0.0,114.61,2024,6,Jun 2024,26.48
ORD-00816,2023-11-24,2023-11-25,CUST-0079,Corporate,North,Delhi,New Delhi,Electronics,Smart Watches,Aura Smart Watches Premium,53549.85,1,0.15,-3227.76,2023,11,Nov 2023,-6.03
ORD-01603,2023-02-16,2023-02-22,CUST-0110,Corporate,South,Karnataka,Bengaluru,Furniture,Office Chairs,Orbit Office Chairs Lite,31592.28,1,0.0,-162.21,2023,2,Feb 2023,-0.51
ORD-01332,2024-12-27,2025-01-01,CUST-0155,Consumer,North,Uttar Pradesh,Ghaziabad,Groceries,Snacks,Zenith Snacks Basic,7908.98,8,0.1,1033.66,2024,12,Dec 2024,13.07
ORD-00112,2023-09-15,2023-09-19,CUST-0152,Home Office,North,Haryana,Gurugram,Office Supplies,Stationery,Apex Stationery Lite,20194.72,4,0.05,4184.58,2023,9,Sep 2023,20.72
ORD-00892,2024-03-20,2024-03-21,CUST-0271,Consumer,West,Maharashtra,Pune,Clothing,Men's Wear,Crest Men's Wear Classic,8486.11,4,0.0,1461.64,2024,3,Mar 2024,17.22
ORD-01841,2023-10-21,2023-10-24,CUST-0133,Consumer,West,Maharashtra,Pune,Electronics,Headphones,Crest Headphones Plus,42500.29,2,0.05,2180.66,2023,10,Oct 2023,5.13
ORD-00781,2023-02-23,2023-02-28,CUST-0059,Corporate,West,Maharashtra,Mumbai,Clothing,Winter Wear,Aura Winter Wear Classic,2389.68,2,0.1,638.01,2023,2,Feb 2023,26.7
ORD-00834,2023-08-14,2023-08-19,CUST-0006,Consumer,East,Odisha,Bhubaneswar,Groceries,Personal Care,Zenith Personal Care Plus,3231.31,3,0.4,-554.35,2023,8,Aug 2023,-17.16
ORD-00771,2024-10-19,2024-10-21,CUST-0036,Consumer,East,Odisha,Bhubaneswar,Clothing,Women's Wear,Nova Women's Wear Classic,2168.18,1,0.1,544.05,2024,10,Oct 2024,25.09
ORD-01131,2024-06-13,2024-06-17,CUST-0007,Home Office,North,Haryana,Gurugram,Electronics,Tablets,Nimbus Tablets Eco,53504.62,1,0.15,-5135.6,2024,6,Jun 2024,-9.6
ORD-01372,2024-01-10,2024-01-16,CUST-0226,Consumer,North,Uttar Pradesh,Ghaziabad,Clothing,Kids Wear,Zenith Kids Wear Ultra,8606.78,2,0.15,1653.25,2024,1,Jan 2024,19.21
ORD-01295,2023-06-25,2023-06-29,CUST-0217,Corporate,North,Punjab,Ludhiana,Electronics,Laptops,Nova Laptops Smart,49615.61,1,0.0,6635.35,2023,6,Jun 2023,13.37
ORD-01262,2023-11-30,2023-12-05,CUST-0174,Corporate,West,Maharashtra,Pune,Groceries,Staples,Vertex Staples Plus,4478.16,7,0.05,1108.67,2023,11,Nov 2023,24.76
ORD-00369,2023-06-02,2023-06-06,CUST-0233,Consumer,North,Uttar Pradesh,Ghaziabad,Office Supplies,Paper Products,Zenith Paper Products Max,35284.03,7,0.15,4634.79,2023,6,Jun 2023,13.14
ORD-00828,2023-10-21,2023-10-27,CUST-0306,Home Office,East,Odisha,Bhubaneswar,Electronics,Headphones,Nova Headphones Basic,54902.7,2,0.0,5358.72,2023,10,Oct 2023,9.76
ORD-00136,2024-05-02,2024-05-03,CUST-0348,Consumer,North,Uttar Pradesh,Ghaziabad,Electronics,Mobile Phones,Aura Mobile Phones Pro,52786.92,3,0.3,-13401.59,2024,5,May 2024,-25.39
ORD-01437,2023-05-07,2023-05-10,CUST-0189,Consumer,West,Maharashtra,Pune,Electronics,Smart Watches,Zenith Smart Watches Classic,26268.26,2,0.05,1943.59,2023,5,May 2023,7.4
ORD-01889,2023-12-27,2023-12-30,CUST-0310,Consumer,South,Tamil Nadu,Chennai,Office Supplies,Storage & Organizers,Zenith Storage & Organizers Basic,35495.96,5,0.15,5442.27,2023,12,Dec 2023,15.33
ORD-01020,2024-03-22,2024-03-25,CUST-0302,Corporate,South,Kerala,Kochi,Furniture,Sofas,Nimbus Sofas Lite,48516.25,2,0.1,3754.28,2024,3,Mar 2024,7.74
ORD-00370,2024-04-28,2024-05-01,CUST-0180,Consumer,West,Gujarat,Ahmedabad,Electronics,Headphones,Zenith Headphones Smart,48260.43,3,0.05,2487.15,2024,4,Apr 2024,5.15
ORD-00613,2023-11-17,2023-11-19,CUST-0158,Consumer,South,Tamil Nadu,Chennai,Electronics,Mobile Phones,Zenith Mobile Phones Basic,106139.66,3,0.05,1966.92,2023,11,Nov 2023,1.85
ORD-01637,2023-10-28,2023-11-01,CUST-0280,Consumer,North,Uttar Pradesh,Lucknow,Clothing,Men's Wear,Pulse Men's Wear Lite,1787.81,1,0.0,615.35,2023,10,Oct 2023,34.42
ORD-00832,2023-03-31,2023-04-05,CUST-0336,Home Office,West,Maharashtra,Mumbai,Electronics,Laptops,Apex Laptops Eco,63529.83,3,0.15,-5106.06,2023,3,Mar 2023,-8.04
ORD-00155,2024-12-23,2024-12-29,CUST-0283,Corporate,West,Gujarat,Ahmedabad,Electronics,Headphones,Crest Headphones Ultra,108359.66,2,0.1,-1755.93,2024,12,Dec 2024,-1.62
ORD-00991,2023-10-15,2023-10-19,CUST-0395,Corporate,West,Maharashtra,Mumbai,Clothing,Footwear,Apex Footwear Pro,2164.01,1,0.0,693.29,2023,10,Oct 2023,32.04
ORD-01422,2023-08-26,2023-09-01,CUST-0070,Consumer,South,Kerala,Kochi,Office Supplies,Paper Products,Orbit Paper Products Plus,48845.45,8,0.05,10293.85,2023,8,Aug 2023,21.07
ORD-01313,2024-08-01,2024-08-03,CUST-0083,Home Office,South,Kerala,Kochi,Clothing,Men's Wear,Zenith Men's Wear Max,3853.5,4,0.0,1308.48,2024,8,Aug 2024,33.96
ORD-01176,2023-12-30,2024-01-03,CUST-0351,Consumer,West,Gujarat,Ahmedabad,Electronics,Smart Watches,Nova Smart Watches Lite,84790.81,2,0.1,-3693.07,2023,12,Dec 2023,-4.36
ORD-01846,2023-12-12,2023-12-14,CUST-0342,Home Office,South,Karnataka,Bengaluru,Clothing,Winter Wear,Nova Winter Wear Smart,9398.75,3,0.0,3374.02,2023,12,Dec 2023,35.9
ORD-00306,2024-09-29,2024-10-04,CUST-0208,Corporate,North,Punjab,Ludhiana,Furniture,Office Chairs,Vertex Office Chairs Premium,29773.36,1,0.15,1091.04,2024,9,Sep 2024,3.66
ORD-01041,2024-01-24,2024-01-29,CUST-0387,Corporate,West,Maharashtra,Pune,Clothing,Kids Wear,Pulse Kids Wear Premium,10792.16,3,0.1,2465.62,2024,1,Jan 2024,22.85
ORD-01705,2023-03-15,2023-03-21,CUST-0275,Consumer,West,Maharashtra,Pune,Clothing,Winter Wear,Nimbus Winter Wear Lite,10804.14,3,0.15,2147.39,2023,3,Mar 2023,19.88
ORD-01959,2023-04-26,2023-04-27,CUST-0135,Consumer,West,Rajasthan,Jaipur,Groceries,Beverages,Zenith Beverages Smart,4812.48,6,0.0,1224.93,2023,4,Apr 2023,25.45
ORD-00641,2024-05-11,2024-05-17,CUST-0279,Consumer,East,Bihar,Patna,Electronics,Smart Watches,Orbit Smart Watches Premium,6576.64,2,0.05,448.08,2024,5,May 2024,6.81
ORD-00929,2023-10-08,2023-10-09,CUST-0285,Home Office,South,Karnataka,Bengaluru,Clothing,Kids Wear,Nova Kids Wear Max,2912.49,4,0.05,1023.32,2023,10,Oct 2023,35.14
ORD-00420,2024-02-28,2024-03-03,CUST-0262,Corporate,North,Uttar Pradesh,Ghaziabad,Furniture,Office Chairs,Vertex Office Chairs Max,52296.02,2,0.0,9136.6,2024,2,Feb 2024,17.47
ORD-00365,2023-09-26,2023-09-28,CUST-0015,Consumer,North,Punjab,Ludhiana,Electronics,Headphones,Apex Headphones Smart,88032.13,3,0.2,-7358.71,2023,9,Sep 2023,-8.36
ORD-01380,2024-09-11,2024-09-13,CUST-0204,Consumer,West,Gujarat,Ahmedabad,Office Supplies,Paper Products,Apex Paper Products Max,10079.23,2,0.15,1882.88,2024,9,Sep 2024,18.68
ORD-00582,2024-12-02,2024-12-04,CUST-0376,Corporate,South,Tamil Nadu,Chennai,Groceries,Snacks,Aura Snacks Pro,85.01,1,0.0,17.31,2024,12,Dec 2024,20.36
ORD-01667,2024-10-30,2024-11-05,CUST-0380,Home Office,North,Uttar Pradesh,Lucknow,Groceries,Beverages,Zenith Beverages Smart,1433.95,2,0.0,273.82,2024,10,Oct 2024,19.1
ORD-00264,2024-02-05,2024-02-06,CUST-0188,Consumer,West,Maharashtra,Mumbai,Groceries,Snacks,Zenith Snacks Eco,1906.71,2,0.1,312.88,2024,2,Feb 2024,16.41
ORD-00247,2024-04-26,2024-05-02,CUST-0088,Home Office,North,Punjab,Ludhiana,Groceries,Staples,Nimbus Staples Classic,689.71,1,0.1,34.99,2024,4,Apr 2024,5.07
ORD-01154,2023-02-02,2023-02-06,CUST-0320,Consumer,West,Maharashtra,Pune,Furniture,Office Chairs,Aura Office Chairs Max,34360.47,1,0.2,1185.58,2023,2,Feb 2023,3.45
ORD-00813,2024-04-23,2024-04-27,CUST-0096,Consumer,North,Uttar Pradesh,Lucknow,Electronics,Laptops,Apex Laptops Basic,145387.67,3,0.1,-9413.89,2024,4,Apr 2024,-6.48
ORD-01276,2024-09-05,2024-09-06,CUST-0306,Corporate,North,Delhi,New Delhi,Furniture,Sofas,Crest Sofas Premium,13473.73,2,0.05,1873.52,2024,9,Sep 2024,13.9
ORD-01004,2023-08-23,2023-08-25,CUST-0344,Home Office,South,Telangana,Hyderabad,Clothing,Kids Wear,Vertex Kids Wear Ultra,7794.32,5,0.1,2163.22,2023,8,Aug 2023,27.75
ORD-00937,2024-10-26,2024-10-29,CUST-0017,Consumer,East,Bihar,Patna,Electronics,Headphones,Nova Headphones Eco,67511.24,2,0.0,8614.17,2024,10,Oct 2024,12.76
ORD-00314,2024-12-07,2024-12-12,CUST-0302,Corporate,South,Karnataka,Bengaluru,Groceries,Snacks,Nova Snacks Lite,3740.17,10,0.0,926.51,2024,12,Dec 2024,24.77
ORD-01477,2023-12-20,2023-12-24,CUST-0345,Consumer,East,West Bengal,Kolkata,Groceries,Snacks,Vertex Snacks Basic,7516.77,10,0.3,-548.01,2023,12,Dec 2023,-7.29
ORD-01364,2023-10-28,2023-11-03,CUST-0218,Consumer,West,Maharashtra,Pune,Groceries,Personal Care,Aura Personal Care Plus,2132.32,3,0.05,525.59,2023,10,Oct 2023,24.65
ORD-01303,2024-08-02,2024-08-08,CUST-0062,Consumer,North,Uttar Pradesh,Ghaziabad,Electronics,Headphones,Atlas Headphones Premium,33615.54,1,0.0,2580.18,2024,8,Aug 2024,7.68
ORD-01580,2024-01-04,2024-01-10,CUST-0159,Corporate,South,Tamil Nadu,Chennai,Clothing,Footwear,Aura Footwear Lite,22398.81,5,0.05,6396.24,2024,1,Jan 2024,28.56
ORD-00726,2023-10-06,2023-10-09,CUST-0339,Home Office,South,Tamil Nadu,Chennai,Electronics,Tablets,Orbit Tablets Premium,28502.67,3,0.05,1263.51,2023,10,Oct 2023,4.43
ORD-01762,2024-02-17,2024-02-23,CUST-0161,Home Office,South,Karnataka,Bengaluru,Clothing,Footwear,Atlas Footwear Smart,16102.62,4,0.15,2688.47,2024,2,Feb 2024,16.7
ORD-01618,2023-11-08,2023-11-11,CUST-0283,Corporate,West,Maharashtra,Pune,Clothing,Winter Wear,Zenith Winter Wear Lite,15416.29,4,0.15,3674.7,2023,11,Nov 2023,23.84
ORD-00831,2024-11-26,2024-11-30,CUST-0237,Corporate,East,Odisha,Bhubaneswar,Furniture,Bed Frames,Nova Bed Frames Max,31590.95,1,0.3,-4411.56,2024,11,Nov 2024,-13.96
ORD-01110,2023-02-19,2023-02-22,CUST-0303,Consumer,South,Karnataka,Bengaluru,Clothing,Men's Wear,Atlas Men's Wear Lite,3184.89,1,0.0,950.64,2023,2,Feb 2023,29.85
ORD-01506,2023-06-25,2023-06-26,CUST-0310,Consumer,West,Maharashtra,Mumbai,Clothing,Footwear,Atlas Footwear Max,2707.92,1,0.0,926.0,2023,6,Jun 2023,34.2
ORD-01994,2024-12-20,2024-12-21,CUST-0324,Corporate,West,Rajasthan,Jaipur,Clothing,Men's Wear,Nimbus Men's Wear Max,12991.75,3,0.3,684.7,2024,12,Dec 2024,5.27
ORD-01165,2024-02-14,2024-02-20,CUST-0187,Corporate,West,Gujarat,Ahmedabad,Clothing,Men's Wear,Nova Men's Wear Eco,8871.36,2,0.3,-340.72,2024,2,Feb 2024,-3.84
ORD-00142,2023-12-23,2023-12-27,CUST-0254,Consumer,North,Punjab,Ludhiana,Electronics,Smart Watches,Vertex Smart Watches Max,49079.3,3,0.1,-449.41,2023,12,Dec 2023,-0.92
ORD-01421,2023-06-12,2023-06-13,CUST-0010,Consumer,South,Kerala,Kochi,Electronics,Laptops,Nimbus Laptops Eco,106895.29,2,0.1,3936.04,2023,6,Jun 2023,3.68
ORD-01399,2024-12-19,2024-12-21,CUST-0274,Consumer,East,Odisha,Bhubaneswar,Clothing,Men's Wear,Vertex Men's Wear Lite,6159.37,2,0.05,1703.53,2024,12,Dec 2024,27.66
ORD-01228,2023-12-12,2023-12-17,CUST-0052,Consumer,West,Gujarat,Ahmedabad,Clothing,Footwear,Atlas Footwear Plus,3102.95,3,0.0,1221.03,2023,12,Dec 2023,39.35
ORD-01665,2024-11-11,2024-11-12,CUST-0395,Consumer,West,Maharashtra,Pune,Office Supplies,Storage & Organizers,Zenith Storage & Organizers Basic,3542.7,2,0.05,670.84,2024,11,Nov 2024,18.94
ORD-00872,2024-02-10,2024-02-14,CUST-0091,Consumer,North,Punjab,Ludhiana,Clothing,Kids Wear,Crest Kids Wear Lite,4231.08,2,0.0,535.3,2024,2,Feb 2024,12.65
ORD-01901,2023-11-25,2023-11-26,CUST-0375,Corporate,South,Karnataka,Bengaluru,Office Supplies,Stationery,Aura Stationery Smart,50459.07,8,0.3,-31.06,2023,11,Nov 2023,-0.06
ORD-01938,2024-11-24,2024-11-27,CUST-0020,Home Office,South,Kerala,Kochi,Electronics,Mobile Phones,Aura Mobile Phones Lite,5766.01,1,0.05,214.47,2024,11,Nov 2024,3.72
ORD-00954,2023-11-22,2023-11-27,CUST-0305,Corporate,South,Telangana,Hyderabad,Electronics,Mobile Phones,Zenith Mobile Phones Basic,58536.15,3,0.2,-6456.29,2023,11,Nov 2023,-11.03
ORD-00113,2024-02-09,2024-02-12,CUST-0268,Home Office,East,Odisha,Bhubaneswar,Office Supplies,Storage & Organizers,Vertex Storage & Organizers Max,19207.61,4,0.05,4793.64,2024,2,Feb 2024,24.96
ORD-01117,2023-01-31,2023-02-03,CUST-0393,Consumer,East,Odisha,Bhubaneswar,Clothing,Men's Wear,Orbit Men's Wear Ultra,2389.58,1,0.0,320.94,2023,1,Jan 2023,13.43
ORD-01403,2024-11-10,2024-11-13,CUST-0306,Home Office,North,Punjab,Ludhiana,Clothing,Footwear,Atlas Footwear Premium,3522.31,1,0.3,308.83,2024,11,Nov 2024,8.77
ORD-01815,2024-12-12,2024-12-16,CUST-0234,Home Office,West,Maharashtra,Pune,Clothing,Footwear,Nova Footwear Classic,4166.58,1,0.05,1338.09,2024,12,Dec 2024,32.11
ORD-01847,2024-12-03,2024-12-05,CUST-0284,Corporate,West,Maharashtra,Mumbai,Electronics,Smart Watches,Apex Smart Watches Lite,14718.07,1,0.0,925.05,2024,12,Dec 2024,6.29
ORD-00283,2024-10-21,2024-10-26,CUST-0357,Corporate,East,West Bengal,Kolkata,Office Supplies,Paper Products,Crest Paper Products Basic,37188.57,7,0.2,3365.44,2024,10,Oct 2024,9.05
ORD-01593,2024-01-22,2024-01-26,CUST-0336,Corporate,North,Uttar Pradesh,Lucknow,Electronics,Laptops,Orbit Laptops Classic,127722.4,3,0.4,-41996.05,2024,1,Jan 2024,-32.88
ORD-00795,2023-11-19,2023-11-24,CUST-0388,Corporate,North,Uttar Pradesh,Ghaziabad,Electronics,Laptops,Apex Laptops Premium,29319.9,1,0.0,963.2,2023,11,Nov 2023,3.29
ORD-01015,2023-05-01,2023-05-06,CUST-0278,Corporate,North,Uttar Pradesh,Lucknow,Electronics,Mobile Phones,Orbit Mobile Phones Eco,129051.56,3,0.15,-5705.9,2023,5,May 2023,-4.42
ORD-00546,2024-03-10,2024-03-15,CUST-0228,Consumer,North,Punjab,Ludhiana,Electronics,Tablets,Aura Tablets Premium,124475.83,3,0.0,16011.68,2024,3,Mar 2024,12.86
ORD-01866,2024-12-31,2025-01-02,CUST-0218,Consumer,North,Uttar Pradesh,Lucknow,Clothing,Kids Wear,Zenith Kids Wear Basic,9549.84,3,0.1,2248.42,2024,12,Dec 2024,23.54
ORD-01696,2024-05-28,2024-05-29,CUST-0154,Corporate,South,Kerala,Kochi,Electronics,Tablets,Apex Tablets Classic,29780.52,1,0.0,2144.93,2024,5,May 2024,7.2
ORD-01711,2023-11-23,2023-11-27,CUST-0042,Consumer,South,Tamil Nadu,Chennai,Groceries,Beverages,Orbit Beverages Basic,848.95,3,0.1,138.57,2023,11,Nov 2023,16.32
ORD-00453,2023-03-07,2023-03-11,CUST-0205,Consumer,South,Karnataka,Bengaluru,Clothing,Women's Wear,Vertex Women's Wear Basic,1516.86,1,0.0,567.28,2023,3,Mar 2023,37.4
ORD-01137,2023-03-18,2023-03-20,CUST-0217,Consumer,North,Haryana,Gurugram,Electronics,Smart Watches,Vertex Smart Watches Classic,157641.67,3,0.0,19710.26,2023,3,Mar 2023,12.5
ORD-01546,2024-11-01,2024-11-02,CUST-0163,Home Office,South,Kerala,Kochi,Furniture,Bookcases,Zenith Bookcases Pro,28384.63,2,0.1,2411.52,2024,11,Nov 2024,8.5
ORD-00965,2023-11-04,2023-11-10,CUST-0316,Home Office,South,Kerala,Kochi,Electronics,Smart Watches,Pulse Smart Watches Max,4408.59,1,0.4,-1514.51,2023,11,Nov 2023,-34.35
